contigName	sample1	sample2	sample3
k99_2845	86.8742	66.338	69.6095
k99_2846	78.7942	81.9273	109.022
k99_2847	86.1545	66.0349	69.2624
k99_2849	10.8664	20.372	72.4462
k99_2851	86.4528	66.2982	69.2939
k99_2859	81.0616	80.477	107.64
k99_2865	10.4252	20.0435	72.1075
k99_2871	70.7295	72.4884	51.4064
k99_2874	83.4846	82.6231	108.5
k99_2881	88.2698	66.4979	68.8755
k99_2886	71.295	63.4279	42.8841
k99_2890	9.73187	22.2286	69.7286
k99_2899	85.4131	86.0328	111.226
k99_2901	10.4252	20.9653	69.8852
k99_2905	83.7452	82.9427	96.1009
k99_2911	73.162	68.239	45.0414
k99_2912	23.9389	14.8864	5.58856
k99_2924	12.5382	19.5589	66.8954
k99_2925	85.7951	86.7185	107.88
k99_2929	83.1224	85.8919	111.763
k99_2933	60.8126	101.296	68.0735
k99_2941	79.9403	88.9742	111.712
k99_2942	73.5796	82.1204	98.362
k99_2943	66.8237	62.3558	45.0051
k99_2944	81.2104	87.6904	116.299
k99_2955	99.9603	119.899	95.8
k99_2962	30.9988	51.0097	37.2661
k99_2963	10.2734	20.4556	70.2008
k99_2966	10.0324	19.9306	62.2106
k99_2967	10.5437	21.4625	67.0418
k99_2972	74.8707	81.9343	105.576
k99_2974	84.579	83.7971	109.026
k99_2975	10.8009	19.1974	70.2502
k99_2977	106.083	113.027	94.5921
k99_2982	77.5273	80.322	111.73
k99_2984	83.6988	91.4932	108.346
k99_2985	30.4801	49.4274	37.5416
k99_2988	86.0699	82.9328	107.897
k99_2994	72.3355	82.3263	117.263
k99_2998	100.056	115.804	95.5865
k99_2999	78.3681	83.6599	107.081
k99_3001	10.228	20.4421	67.6276
k99_3005	68.6211	63.593	40.7929
k99_3006	88.0543	81.132	113.366
k99_3012	82.2621	83.1576	109.959
k99_3013	30.5522	50.5764	37.0642
k99_3015	101.93	116.633	95.7048
k99_3018	80.3836	86.1372	110.482
k99_3020	72.37	68.9427	48.0728
k99_3021	81.4209	85.8412	116.024
k99_3022	81.59	84.4867	109.291
k99_3027	70.5698	62.5032	43.1881
k99_3037	79.7747	83.9258	109.251
k99_3043	74.8846	85.3993	115.862
k99_3047	77.6001	80.1132	103.411
k99_3052	11.2763	20.9307	64.3537
k99_3054	78	86.0204	111.975
k99_3055	78.3965	85.7582	109.03
k99_3058	78.2703	86.5023	114.553
k99_3060	10.4949	5.26962	0
k99_3062	56.154	81.2413	65.29
k99_3063	82.6432	80.3449	97.8692
k99_3067	83.0274	81.1824	109.162
k99_3068	84.8332	83.5312	112.018
k99_3075	71.2381	66.5313	53.3463
k99_3091	11.0263	24.1912	74.5742
k99_3093	70.7014	65.3974	45.6246
k99_3095	11.6906	23.0217	76.0055
k99_3096	113.45	122.332	108.364
k99_3105	81.6884	83.2152	106.98
k99_3109	158.21	186.885	148.356
k99_3112	76.6858	84.4473	115.552
k99_3121	77.1304	85.1607	115.478
k99_3133	137.877	161.552	129.012
k99_3138	86.5145	65.9055	68.7764
k99_3140	10.3026	4.1337	0
k99_3148	78.6441	87.3821	109.911
k99_3149	71.6731	69.1548	47.2279
k99_3153	30.5119	50.5467	36.544
k99_3160	79.5306	85.2851	115.134
k99_3162	69.9909	64.218	45.1926
k99_3164	9.33654	19.5385	71.1875
k99_3166	80.632	84.6227	107.685
k99_3168	79.5807	89.5532	112.818
k99_3169	80.8556	85.5927	103.521
k99_3171	25.5188	15.1252	4.92404
k99_3172	60.9254	98.4891	73.7714
k99_3175	89.5531	84.2635	59.5102
k99_3177	56.3694	96.9725	74.8163
k99_3178	81.1662	80.8201	112.639
k99_3179	79.9634	87.2137	114.231
k99_3180	77.6591	87.2055	115.048
k99_3181	9.98486	5.3302	0
k99_3182	79.9893	83.1835	108.01
k99_3183	84.8596	86.6124	111.493
k99_3189	25.0662	15.2472	4.93177
k99_3198	78.2567	83.4859	105.241
k99_3202	79.5349	85.629	109.252
k99_3204	76.6822	51.145	54.7273
k99_3206	81.8605	75.1517	96.6021
k99_3207	80.7853	82.1873	103.618
k99_3208	69.7402	65.0855	45.6769
k99_3209	29.1853	19.8578	5.77011
k99_3216	81.3528	86.7038	112.208
k99_3220	74.6759	81.165	114.429
k99_3221	84.8947	78.0348	107.996
k99_3223	146.462	149.503	165.321
k99_3224	44.8182	48.0355	86.6308
k99_3226	83.6157	85.7318	107.257
k99_3233	81.2527	84.8634	111.774
k99_3235	81.0509	85.9982	109.541
k99_3238	29.283	36.1219	81.9295
k99_3239	76.312	50.3514	53.8637
k99_3242	72.167	63.4659	46.7956
k99_3246	77.0403	82.899	105.185
k99_3247	73.0188	66.442	44.3919
k99_3252	73.969	66.4048	51.4634
k99_3254	87.7606	65.9552	69.5628
k99_3255	78.6276	83.5521	104.19
k99_3257	102.38	116.228	95.1738
k99_3258	84.8873	83.548	107.913
k99_3260	68.5691	69.2462	47.0767
k99_3263	85.1505	88.0599	104.009
k99_3265	78.6229	84.9338	103.769
k99_3266	81.9156	86.9725	111.005
k99_3278	95.3186	111.275	92.2354
k99_3285	10.4199	20.247	75.1751
k99_3291	10.8219	19.6864	68.4457
k99_3295	82.2586	86.2803	110.177
k99_3296	53.5833	77.7377	63.5116
k99_3309	82.9748	85.9996	113.566
k99_3311	25.6631	14.5233	4.24665
k99_3313	77.4368	81.8562	109.584
k99_3324	103.929	115.309	93.635
k99_3326	10.8815	19.6103	68.1288
k99_3328	85.007	88.4011	112.738
k99_3334	82.4914	86.2698	111.499
k99_3338	75.987	70.3332	49.7751
k99_3342	44.2917	35.1023	52.7504
k99_3343	81.1484	84.2606	110.56
k99_3348	81.0685	86.3315	101.076
k99_3351	76.9912	84.0831	113.444
k99_3353	152.659	132.033	91.1088
k99_3355	83.4983	77.4459	103.239
k99_3363	79.8103	80.3619	91.1458
k99_3368	10.1602	5.19267	0
k99_3374	82.206	88.022	111.076
k99_3382	84.1323	82.0952	110.529
k99_3394	82.2011	85.3855	114.37
k99_3398	8.26153	20.659	68.9364
k99_3401	10.6991	4.93402	0
k99_3421	11.1843	20.0912	68.3342
k99_3423	81.6948	83.3584	114.336
k99_3427	69.694	78.2284	108.213
k99_3429	76.0794	50.9952	52.5182
k99_3433	78.8333	93.3292	108.747
k99_3435	81.3125	80.9317	105.01
k99_3438	84.5221	82.2103	111.29
k99_3441	80.7297	81.344	102.474
k99_3444	25.8706	15.0097	4.92795
k99_3445	10.7961	4.51814	0
k99_3448	80.1585	80.9954	103.102
k99_3450	72.8213	34.5143	0
k99_3455	79.5221	85.4563	104.873
k99_3459	11.1244	20.7422	66.4975
k99_3462	101.408	115.258	93.8394
k99_3464	105.539	116.626	92.1687
k99_3466	82.4688	87.63	113.175
k99_3474	69.9707	65.2811	47.7846
k99_3476	11.0349	23.0214	68.8863
k99_3481	9.58426	18.3827	69.2056
k99_3483	68.6868	64.8043	42.2776
k99_3486	83.0905	83.6235	115.636
k99_3488	82.6599	83.6537	112.6
k99_3492	81.9217	87.0137	107.985
k99_3496	86.1913	94.1641	107.235
k99_3501	99.456	120.56	97.8992
k99_3506	78.7835	88.3855	110.688
k99_3508	8.06803	22.1118	75.9193
k99_3516	40.7072	34.978	53.8561
k99_3519	73.5465	64.605	45.6936
k99_3526	9.41737	21.006	69.3136
k99_3529	83.3599	77.045	102.754
k99_3530	76.611	85.7312	110.425
k99_3537	31.6062	52.525	37.4015
k99_3541	83.007	84.2693	109.965
k99_3565	83.2728	86.5222	107.944
k99_3571	83.1922	83.6234	110.799
k99_3574	77.9294	81.1404	111.135
k99_3579	79.3252	91.8216	115.086
k99_3593	75.7241	67.6095	52.2552
k99_3595	70.8467	65.7166	44.4306
k99_3596	28.8287	47.1767	36.4804
k99_3597	21.3416	41.6077	142.027
k99_3602	80.4072	85.2126	108.997
k99_3611	10.5548	22.0281	67.4017
k99_3612	73.4426	84.2875	108.037
k99_3619	77.1012	50.9666	54.6499
k99_3622	82.9833	87.4869	110.777
k99_3626	56.0162	81.034	64.3237
k99_3628	77.9621	87.7147	113.957
k99_3629	102.357	117.683	94.9486
k99_3634	82.1162	89.5152	117.729
k99_3635	80.5413	85.7957	110.778
k99_3644	112.942	160.28	127.822
k99_3651	9.50461	21.0184	73.2299
k99_3653	80.4017	84.8607	114.926
k99_3655	78.0986	76.2606	108.257
k99_3658	37.6634	33.2637	54.3726
k99_3679	25.6165	16.2341	5.22139
k99_3684	73.8939	67.9181	46.0847
k99_3685	77.1259	82.7364	107.799
k99_3687	76.5104	51.0548	55.0704
k99_3704	81.1263	86.1312	119.205
k99_3723	76.9628	83.6803	111.051
k99_3740	78.1109	78.2498	101.498
k99_3741	78.8762	82.0453	115.42
k99_3743	82.3462	83.6846	99.3075
k99_3745	101.491	114.873	95.8922
k99_3749	79.857	85.2032	111.224
k99_3750	230.644	228.939	200.717
k99_3752	78.6308	83.8823	100.908
k99_3753	82.5805	87.3626	111.006
k99_3759	102.19	116.328	95.2675
k99_3762	102.239	117.302	96.2366
k99_3764	80.0569	83.9454	106.082
k99_3765	25.656	15.5579	4.78085
k99_3769	102.533	117.589	96.0652
k99_3772	7.99896	19.7785	65.7827
k99_3779	80.2716	82.5856	108.797
k99_3783	84.6477	66.0197	71.2265
k99_3786	11.696	18.078	69.1498
k99_3791	78.7274	84.7028	107.966
k99_3793	78.1696	81.3683	96.6063
k99_3795	10.2891	5.00638	0
k99_3796	105.139	116.932	98.6663
k99_3804	80.1476	86.5446	107.217
k99_3805	69.9215	72.7068	45.8842
k99_3806	75.3888	84.9851	106.012
k99_3808	12.3226	23.3915	71.863
k99_3812	82.3278	80.0984	112.469
k99_3818	84.0098	86.4726	114.344
k99_3828	83.7066	56.0305	97.2923
k99_3848	75.4655	86.6405	112.449
k99_3856	82.6565	89.9049	112.629
k99_3857	18.8382	29.4501	73.0294
k99_3858	101.987	115.063	95.5352
k99_3859	9.73446	21.722	66.3887
k99_3862	58.9517	83.1598	64.5092
k99_3867	74.3198	66.809	45.652
k99_3869	85.6547	85.5705	109.654
k99_3875	79.2218	82.8181	107.875
k99_3879	67.9818	67.184	46.6415
k99_3881	9.7996	21.2231	69.519
k99_3887	70.7717	65.2898	45.7695
k99_3889	80.5671	85.7125	113.437
k99_3891	76.6934	86.4543	107.277
k99_3892	12.9502	22.0105	68.252
k99_3893	83.1731	84.8429	112.292
k99_3894	81.2967	92.4812	112.939
k99_3903	68.3747	82.4771	94.5556
k99_3911	78.4537	82.642	113.596
k99_3916	76.7536	82.5445	102.51
k99_3921	15.8266	24.9774	70.377
k99_3926	81.2768	85.4194	109.7
k99_3935	147.871	135.733	91.7157
k99_3946	82.4897	82.0575	104.495
k99_3951	12.9058	8.0141	0
k99_3958	8.92926	22.1284	73.1649
k99_3970	25.8278	15.523	5.15555
k99_3972	86.7103	66.046	68.8757
k99_3981	75.8027	80.0744	101.596
k99_3986	83.5029	79.478	103.538
k99_3990	10.0564	5.12951	0
k99_3998	206.53	232.543	193.177
k99_4001	80.4894	83.6795	109.444
k99_4008	100.435	117.725	94.9603
k99_4009	79.3897	85.4982	109.323
k99_4024	31.3869	50.6445	35.8338
k99_4028	76.4959	79.148	116.455
k99_4041	73.3214	66.7717	43.657
k99_4043	9.6334	20.2726	70.2961
k99_4050	77.2932	83.8372	106.158
k99_4051	81.4854	78.7335	106.928
k99_4053	80.9267	81.4505	111.15
k99_4055	91.919	66.4418	66.3027
k99_4060	10.4415	4.96133	0
k99_4064	79.5309	83.7625	110.989
k99_4073	9.94549	18.8195	67.5094
k99_4084	78.3599	83.1577	107.342
k99_4086	106.195	121.857	102.522
k99_4087	74.9846	50.1876	56.3801
k99_4090	101.964	116.771	95.934
k99_4091	25.5711	15.4675	5.06257
k99_4094	73.6397	68.9906	46.7664
k99_4095	84.9454	66.1985	75.1773
k99_4108	81.1524	84.7652	115.081
k99_4109	75.1419	84.1364	113.066
k99_4110	81.7995	88.3867	116.848
k99_4116	79.1943	81.2032	109.674
k99_4117	31.6961	51.1112	36.9061
k99_4121	87.3796	83.6917	97.9914
k99_4122	72.1145	71.2301	44.1771
k99_4136	9.91647	20.5619	67.8251
k99_4137	80.4409	83.3309	103.684
k99_4149	102.6	116.693	95.066
k99_4151	10.0782	19.7049	68.0532
k99_4152	72.8828	69.6809	87.2672
k99_4155	81.3626	81.7001	104.922
k99_4156	9.26798	21.4485	67.1505
k99_4157	74.4636	76.5231	99.6001
k99_4162	85.4293	86.1367	110.099
k99_4164	77.442	84.1598	107.689
k99_4165	24.8481	15.4305	4.95831
k99_4182	85.8982	66.0481	68.51
k99_4186	9.84615	21.3478	75.0553
k99_4189	55.536	80.8818	64.3749
k99_4193	66.241	63.3592	45.7119
k99_4197	102.249	118.373	97.1319
k99_4199	28.3058	49.3693	38.3089
k99_4200	81.1566	84.9982	105.949
k99_4201	8.04578	17.7928	60.194
k99_4211	81.868	74.6008	106.485
k99_4213	82.4872	84.9244	116.421
k99_4226	56.0405	81.1452	64.0366
k99_4229	81.5421	85.2492	110.047
k99_4231	103.065	116.479	97.6013
k99_4236	83.6226	84.9692	104.764
k99_4252	10.1815	5.32022	0
k99_4257	84.175	93.272	109.587
k99_4258	10.5259	21.3633	70.3924
k99_4259	11.6828	20.8073	65.4042
k99_4262	12.0951	18.7618	76.1126
k99_4263	75.0676	63.1824	43.7457
k99_4272	81.015	85.7261	112.499
k99_4275	20.8172	30.5882	75.5107
k99_4276	10.0845	22.2414	72.2083
k99_4283	73.969	67.6103	50.1552
k99_4290	81.4616	78.988	108.55
k99_4292	76.6597	81.5335	114.487
k99_4294	74.6064	91.967	113.871
k99_4298	70.613	69.7938	44.301
k99_4302	82.9542	85.3467	107.222
k99_4304	78.3674	89.8777	108.83
k99_4305	12.6478	20.0621	74.1131
k99_4308	77.4401	89.7105	104.217
k99_4310	83.1093	66.6449	71.6318
k99_4311	82.6993	93.2997	117.967
k99_4313	75.6658	84.4015	110.029
k99_4316	78.6233	77.2599	108.726
k99_4318	74.8871	59.98	41.9011
k99_4319	11.0678	5.52361	0
k99_4331	81.0992	78.5568	102.836
k99_4332	11.2879	20.5608	71.1448
k99_4336	10.5455	22.01	74.039
k99_4338	10.4644	5.23788	0
k99_4354	85.1571	85.7238	113.21
k99_4355	11.0035	21.3848	67.5578
k99_4357	11.0104	21.9147	70.7592
k99_4359	13.9869	20.3832	69.7859
k99_4369	72.6889	64.6659	42.0887
k99_4374	74.1204	85.1265	113.729
k99_4376	101.017	120.624	95.3538
k99_4378	73.5884	83.7397	110.652
k99_4379	16.2177	25.8168	71.6774
k99_4387	11.3537	20.7916	70.1071
k99_4401	82.7528	84.4423	106.093
k99_4402	81.9949	88.2774	112.302
k99_4403	77.7571	86.6242	111.576
k99_4404	40.9538	35.4894	54.2513
k99_4406	65.1348	62.825	43.7342
k99_4407	80.9312	82.4774	104.925
k99_4413	71.4953	65.7907	46.1486
k99_4414	73.423	65.5334	45.2529
k99_4415	77.6865	80.7862	108.297
k99_4425	79.9736	85.6131	104.357
k99_4426	29.9781	50.7796	37.7694
k99_4433	11.9566	21.9155	65.3885
k99_4443	80.5726	84.1282	115.263
k99_4454	10.8558	5.37366	0
k99_4466	73.1148	85.4975	111.671
k99_4468	10.0501	5.07246	0
k99_4469	83.3893	86.0116	109.359
k99_4473	67.1223	72.5565	44.52
k99_4478	70.7233	72.2582	105.915
k99_4480	31.084	50.8777	36.9194
k99_4483	9.95733	5.05894	0
k99_4484	60.4209	68.9573	98.2142
k99_4487	73.7467	68.4174	43.575
k99_4489	63.457	60.3459	40.1562
k99_4490	75.9161	85.5292	111.627
k99_4497	67.1811	65.6625	43.3968
k99_4498	89.1465	86.8445	114.907
k99_4502	74.7194	69.7434	107.474
k99_4507	78.0473	82.9247	112.187
k99_4508	76.596	51.1918	54.686
k99_4510	85.3433	65.2626	67.7685
k99_4515	9.91588	20.2995	69.8633
k99_4516	86.8648	86.5487	108.676
k99_4534	80.1955	82.8236	109.423
k99_4545	115.477	115.395	127.781
k99_4546	40.8197	35.1084	54.3783
k99_4547	81.3985	84.8645	104.963
k99_4550	76.468	85.3116	102.44
k99_4558	79.62	84.8626	114.375
k99_4559	80.8652	82.3874	106.437
k99_4562	84.8625	82.2441	106.787
k99_4564	72.8083	79.4417	86.4387
k99_4567	81.0514	83.7175	109.256
k99_4572	72.0045	66.2529	45.4772
k99_4574	70.42	72.7614	44.4579
k99_4575	11.653	21.821	68.8298
k99_4577	77.6709	87.4198	103.435
k99_4581	44.2345	40.9446	56.0969
k99_4583	71.0011	58.2968	41.9934
k99_4587	10.7685	19.3074	64.5675
k99_4588	84.4998	86.2321	109.046
k99_4601	65.2693	63.5971	49.8995
k99_4603	80.3724	84.4557	111.689
k99_4606	81.3699	82.7478	107.984
k99_4612	79.8099	87.7261	106.558
k99_4614	80.8088	84.8154	110.477
k99_4618	82.0423	87.3902	112.426
k99_4622	79.8858	83.3369	109.795
k99_4628	85.722	95.458	121.885
k99_4630	81.6534	81.7413	112.119
k99_4633	68.7242	69.445	47.6057
k99_4635	76.749	83.4712	116.264
k99_4636	86.1608	87.1253	107.137
k99_4638	71.9951	69.6853	56.1262
k99_4639	78.4013	84.5372	104.549
k99_4640	79.5598	82.5101	105.861
k99_4641	6.38832	21.0876	62.9003
k99_4662	10.1267	4.87385	0
k99_4667	80.9209	79.781	99.7319
k99_4686	83.4803	80.1538	117.917
k99_4687	10.6979	6.25593	0
k99_4688	10.9455	20.9991	70.1545
k99_4693	86.5835	86.3348	111.597
k99_4705	80.522	84.502	110.18
k99_4707	79.882	85.0197	109.111
k99_4708	74.5724	67.9795	45.5434
k99_4719	79.5	88.0841	110.355
k99_4730	76.7192	82.9477	111.315
k99_4734	87.0494	65.73	69.0487
k99_4746	84.3489	81.5926	114.647
k99_4758	80.926	82.4011	106.284
k99_4759	10.2952	5.14287	0
k99_4762	76.8349	50.911	54.6231
k99_4763	75.632	68.5355	45.7665
k99_4772	101.642	116.786	95.6417
k99_4784	10.6367	18.5451	70.5174
k99_4794	76.0245	86.2908	112.866
k99_4799	74.925	86.9597	104.676
k99_4815	9.96619	18.3391	65.7023
k99_4817	9.52578	16.8105	60.7657
k99_4819	77.9814	89.8258	108.825
k99_4821	11.0624	18.4927	61.5633
k99_4822	75.1029	86.1072	110.745
k99_4825	86.3812	65.9341	68.8458
k99_4826	75.1745	64.8212	41.9542
k99_4828	81.0064	80.9233	98.0632
k99_4843	40.7801	35.4442	54.1349
k99_4848	72.0075	79.9156	107.624
k99_4849	80.1285	85.5994	105.176
k99_4856	71.2678	67.0534	49.6408
k99_4859	87.4044	85.6398	109.633
k99_4873	10.2748	20.377	66.8584
k99_4879	77.2078	82.9827	109.422
k99_4887	102.315	117.554	96.1366
k99_4891	102.371	116.598	95.312
k99_4900	79.5882	85.2611	115.74
k99_4903	101.839	116.669	94.5373
k99_4909	86.5167	86.4987	108.224
k99_4915	30.9108	51.7532	36.6192
k99_4925	81.8219	89.7971	114.518
k99_4933	9.95426	23.7256	67.4771
k99_4939	80.0081	85.4939	112.516
k99_4942	79.4123	88.693	111.389
k99_4945	30.8207	50.5109	36.5767
k99_4947	83.6577	86.9805	112.234
k99_4950	10.4846	19.9869	65.3551
k99_4955	81.6485	83.341	113.942
k99_4957	17.5933	27.9448	73.692
k99_4958	67.6686	65.5843	43.69
k99_4959	102.055	115.011	96.1035
k99_4968	84.7675	82.9084	102.918
k99_4972	81.7899	86.6495	113.83
k99_4977	76.4424	89.0894	122.143
k99_4978	201.893	182.242	273.665
k99_4984	103.015	116.542	96.4107
k99_4992	74.8788	86.5104	103.839
k99_5009	74.2563	68.776	43.024
k99_5012	65.939	66.9566	46.7363
k99_5014	67.9439	74.9624	103.578
k99_5029	9.30539	22.3976	71.6719
k99_5035	11.151	19.0982	69.6329
k99_5045	11.7199	19.0961	68.8627
k99_5048	77.9843	87.7265	108.91
k99_5049	12.7763	21.7739	70.6276
k99_5050	80.6405	66.969	45.3786
k99_5051	10.6533	5.05717	0
k99_5052	72.7852	62.1465	45.1227
k99_5059	73.0422	68.484	53.4235
k99_5060	9.70038	6.06361	0
k99_5063	30.2083	51.1371	37.6622
k99_5067	81.6883	76.1275	104.824
k99_5068	85.7201	84.1266	116.228
k99_5069	87.4376	75.4311	101.755
k99_5070	73.0063	64.4013	43.8501
k99_5075	10.4496	5.27384	0
k99_5077	72.2559	76.3052	98.0853
k99_5091	103.138	114.937	95.0202
k99_5100	104.014	120.119	95.7969
k99_5101	11.2082	5.7906	0
k99_5109	73.021	65.9872	42.6042
k99_5110	101.186	116.816	92.0409
k99_5111	77.593	86.3264	111.291
k99_5112	29.1314	47.8847	36.9314
k99_5113	79.7548	79.5695	110.178
k99_5116	82.6143	86.6654	101.453
k99_5119	81.5161	85.38	112.112
k99_5120	62.3782	68.3992	101.406
k99_5127	10.2639	5.00189	0
k99_5130	56.299	80.2932	64.4975
k99_5133	11.3072	20.9314	70.8271
k99_5142	81.4943	87.9026	114.224
k99_5144	100.113	105.411	93.8611
k99_5147	75.7738	50.5657	54.5035
k99_5152	754.591	524.455	529.444
k99_5154	97.4597	113.067	89.854
k99_5161	71.4288	65.7302	45.1997
k99_5169	88.1707	84.7482	107.64
k99_5171	82.1652	85.7641	115.052
k99_5178	359.64	328.694	224.149
k99_5179	77.8426	79.3156	103.016
k99_5183	56.9388	83.2157	64.1904
k99_5185	9.77714	20.9655	75.0812
k99_5213	29.4746	51.3769	37.1228
k99_5219	82.0743	84.146	102.833
k99_5232	54.2995	82.1032	64.6711
k99_5235	78.8171	81.2094	100.82
k99_5246	82.0268	85.3427	109.13
k99_5248	80.8712	90.7019	108.82
k99_5250	84.9468	82.6384	110.766
k99_5260	84.892	85.7852	110.544
k99_5282	80.7997	86.0617	113.548
k99_5284	27.0133	16.9527	5.25352
k99_5287	84.1988	75.2755	104.846
k99_5291	10.0656	20.9251	70.5634
k99_5293	101.108	114.993	95.0227
k99_5306	95.3482	121.281	109.348
k99_5309	77.7859	85.4191	118.017
k99_5310	73.7802	63.6159	46.1079
k99_5316	117.274	107.88	83.3687
k99_5325	86.42	81.7997	106.48
k99_5327	8.80746	18.5534	64.628
k99_5330	101.576	116.164	95.2956
k99_5340	77.2436	50.9626	54.1378
k99_5342	69.3101	66.4716	46.6445
k99_5350	77.7328	86.5776	101.159
k99_5353	74.9344	82.4652	109.749
k99_5354	10.8395	21.7214	68.3001
k99_5356	19.9965	29.8067	70.7759
k99_5362	70.555	58.6612	44.6516
k99_5369	80.0422	87.4495	105.429
k99_5374	78.3949	85.0129	110.76
k99_5387	25.214	16.8043	5.07209
k99_5393	101.482	116.247	96.6061
k99_5396	83.5827	80.5146	102.627
k99_5397	81.3368	88.2719	115.548
k99_5406	87.1702	66.6181	69.1019
k99_5408	81.5238	80.8479	115.016
k99_5414	26.5186	13.1779	4.59389
k99_5417	79.87	81.6665	111.875
k99_5418	78.8586	85.2765	111.73
k99_5433	10.2159	5.08367	0
k99_5442	101.081	115.498	94.9179
k99_5445	9.8114	4.75203	0
k99_5449	30.534	50.855	38.0154
k99_5469	86.2144	82.4861	110.792
k99_5478	80.3472	88.9197	120.25
k99_5483	78.9715	81.8903	100.746
k99_5492	84.6767	86.4413	107.473
k99_5495	31.6342	50.7408	37.3038
k99_5496	80.8599	75.3532	89.2384
k99_5498	78.7179	84.4095	113.07
k99_5500	10.6807	20.5089	68.7296
k99_5506	10.5464	19.6422	71.8182
k99_5514	76.7703	51.0194	54.3599
k99_5517	67.4489	67.3785	46.3104
k99_5519	79.1015	81.9611	113.114
k99_5522	73.5332	67.1764	44.668
k99_5535	56.2381	80.8855	64.0361
k99_5536	71.0209	70.7	46.1091
k99_5537	55.64	81.5526	64.1346
k99_5539	75.4215	86.6398	102.864
k99_5544	81.6799	84.9148	107.545
k99_5545	56.0255	80.5316	62.9977
k99_5546	76.6062	81.776	89.0159
k99_5551	74.9786	71.0312	58.3929
k99_5561	76.7744	75.2132	103.75
k99_5563	55.569	81.3336	64.2678
k99_5564	83.2715	87.3158	110.369
k99_5579	77.872	51.4358	54.5273
k99_5582	76.793	51.5081	54.3933
k99_5596	101.612	119.876	93.508
k99_5601	102.02	117.443	95.4575
k99_5607	192.568	225.257	189.897
k99_5609	100.323	115.209	96.2378
k99_5620	30.1542	50.3949	37.5202
k99_5629	76.747	81.0755	110.63
k99_5635	81.397	83.8864	115.378
k99_5639	9.31464	18.7289	66.518
k99_5640	9.89097	20.2362	67.6266
k99_5641	102.492	117.025	95.7257
k99_5642	103.255	120.826	96.8493
k99_5646	81.9028	86.9233	110.51
k99_5653	25.1352	14.7703	4.82139
k99_5657	9.79048	22.4821	70.1393
k99_5659	83.2729	80.0915	111.379
k99_5669	86.9134	66.3329	70.0094
k99_5673	82.0106	87.5083	113.391
k99_5683	58.1326	83.4099	66.299
k99_5686	76.2306	83.4394	96.3227
k99_5688	101.752	116.802	95.1282
k99_5689	86.1524	65.9597	69.963
k99_5697	73.7179	69.1017	46.9022
k99_5698	76.6127	79.5553	107.315
k99_5715	78.4746	85.6535	107.775
k99_5723	9.44413	20.8331	65.4226
k99_5728	11.562	25.0587	87.8316
k99_5734	25.75	15.4	4.78728
k99_5735	85.0378	87.0875	115.249
k99_5737	30.2114	50.3629	38.0973
k99_5742	80.5117	90.6365	107.374
k99_5743	82.4249	84.436	108.757
k99_5745	29.7352	50.1818	36.2689
k99_5751	80.3386	84.9682	113.38
k99_5752	77.6682	81.8129	106.328
k99_5759	68.8611	62.7515	43.3916
k99_5761	85.7428	90.0337	105.01
k99_5767	78.4134	77.2816	112.177
k99_5774	82.2158	84.2044	115.465
k99_5777	80.0915	85.9689	111.745
k99_5778	25.1704	15.1209	4.28672
k99_5793	82.8624	84.1269	105.993
k99_5796	8.82544	21.2293	72.622
k99_5798	81.2953	83.4154	113.085
k99_5802	9.17958	17.8007	57.8303
k99_5803	574.535	536.49	354.557
k99_5810	56.0817	81.4752	63.4299
k99_5812	78.9458	81.7625	111.184
k99_5817	85.4645	79.9716	116.531
k99_5827	32.9932	19.8572	5.51448
k99_5837	105.48	113.081	89.2689
k99_5838	76.7634	85.655	92.1588
k99_5843	79.0818	87.388	109.96
k99_5845	79.586	85.7551	109.587
k99_5848	8.85907	19.4995	66.2332
k99_5849	82.6946	82.9623	106.857
k99_5850	70.533	67.4978	47.6602
k99_5856	102.264	115.844	94.248
k99_5862	75.8257	81.3906	109.775
k99_5865	101.721	116.954	96.6405
k99_5866	102.457	115.988	95.1456
k99_5868	14.2189	22.9565	68.3023
k99_5874	27.7485	37.3446	82.9202
k99_5876	67.4788	66.7836	41.3378
k99_5879	81.2833	81.173	110.752
k99_5890	81.6343	84.1727	109.1
k99_5891	9.85717	5.31988	0
k99_5908	25.3457	15.7471	4.78055
k99_5910	10.7526	20.7862	67.3613
k99_5916	100.075	119.205	96.2607
k99_5918	81.1368	86.8132	106.885
k99_5919	76.1432	84.758	102.567
k99_5948	78.2364	82.3248	110.989
k99_5954	79.8409	88.8199	104.494
k99_5965	102.348	113.446	95.5851
k99_5978	77.0668	92.9202	107.464
k99_5992	30.3011	50.619	37.4169
k99_5996	82.6894	83.7177	108.714
k99_6011	28.5076	11.4051	4.18743
k99_6014	31.1715	50.9439	37.3099
k99_6021	81.0593	79.4541	97.9696
k99_6025	80.0778	84.5424	110.638
k99_6030	74.0753	77.0471	99.5315
k99_6034	10.1494	19.6689	70.6678
k99_6035	82.6726	81.9149	117.317
k99_6040	80.394	80.3485	107.183
k99_6041	68.9933	64.6299	45.5061
k99_6042	9.12815	21.5355	67.6842
k99_6043	82.4534	84.8289	110.147
k99_6045	12.6456	20.5485	64.0305
k99_6048	78.7351	86.2358	112.69
k99_6049	102.44	116.402	95.6017
k99_6052	68.009	64.8352	43.1208
k99_6053	80.0917	71.6606	41.9827
